strategy,symbol,date,direction,score,result,rMult,entry,sl,tp,rr,w1_in_favor,w1_touching_ema,w1_candle_rejection,w1_pattern,d1_in_favor,d1_aoi,d1_touching_ema,d1_candle_rejection,d1_structure_rejection,d1_pattern,h4_in_favor,h4_ema_touch,h4_candle_rejection,h4_pattern
SAF_CHECKLIST,EURCHF,2010-03-11,SHORT,5,win,1.62,1.46165,1.46295,1.45905,2.00,1,0,0,0,1,0,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURAUD,2010-03-11,SHORT,5,timeout,1.16,1.49385,1.52015,1.44125,2.00,1,0,0,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-11,SHORT,5,win,1.96,123.85500,125.23500,121.09500,2.00,1,0,0,0,1,1,0,0,0,0,1,0,0,1
SAF_CHECKLIST,NZDJPY,2010-03-11,SHORT,6,loss,-1.06,63.44500,64.31000,61.71500,2.00,1,1,0,0,1,0,1,0,0,1,1,0,0,0
SAF_CHECKLIST,USDJPY,2010-03-12,SHORT,7,loss,-1.11,90.38000,90.82000,89.50000,2.00,1,0,0,0,1,1,1,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-12,SHORT,7,loss,-1.10,1.60670,1.61195,1.59620,2.00,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-12,SHORT,5,timeout,0.16,1.02325,1.03210,1.00555,2.00,1,0,0,0,1,0,0,0,0,0,1,1,0,1
SAF_CHECKLIST,NZDJPY,2010-03-12,SHORT,7,loss,-1.07,63.58000,64.31000,62.12000,2.00,1,1,0,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,NZDUSD,2010-03-12,LONG,7,timeout,0.22,0.70355,0.69630,0.71805,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,1
SAF_CHECKLIST,USDCHF,2010-03-12,LONG,5,timeout,1.05,1.05975,1.04970,1.07985,2.00,0,1,0,0,1,0,1,0,1,0,1,0,0,0
SAF_CHECKLIST,XAUUSD,2010-03-12,LONG,5,loss,-1.03,1116.06100,1100.34200,1147.49900,2.00,1,0,0,0,1,0,1,0,0,0,1,1,0,0
SAF_W1_REJECTION_D1_AOI,GBPUSD,2010-03-12,SHORT,0,loss,-1.14,1.51605,1.51960,1.49835,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_CHECKLIST,GBPUSD,2010-03-12,SHORT,6,loss,-1.14,1.51605,1.51960,1.49835,4.99,1,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-12,SHORT,5,win,1.93,124.49500,125.23500,123.01500,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,EURGBP,2010-03-12,LONG,5,loss,-1.22,0.90855,0.90630,0.91305,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURCHF,2010-03-12,SHORT,5,win,1.84,1.45985,1.46300,1.45355,2.00,1,0,0,0,1,0,0,0,1,0,1,1,0,0
SAF_CHECKLIST,NZDUSD,2010-03-12,LONG,7,win,1.90,0.70110,0.69630,0.71070,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,1
SAF_CHECKLIST,GBPCHF,2010-03-12,SHORT,7,loss,-1.16,1.60885,1.61195,1.60265,2.00,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-12,LONG,6,timeout,0.94,1.06000,1.04970,1.08060,2.00,0,1,0,0,1,0,1,0,1,0,1,0,1,0
SAF_CHECKLIST,EURJPY,2010-03-12,SHORT,5,win,1.89,124.80000,125.23500,123.93000,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,NZDJPY,2010-03-12,SHORT,7,loss,-1.07,63.59500,64.31000,62.16500,2.00,1,1,0,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,GBPUSD,2010-03-12,SHORT,6,loss,-1.04,1.51770,1.53165,1.48980,2.00,1,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2010-03-12,LONG,5,loss,-1.06,0.90630,0.89805,0.92280,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURCHF,2010-03-12,SHORT,5,win,1.90,1.45815,1.46300,1.44845,2.00,1,0,0,0,1,0,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-12,SHORT,6,loss,-1.04,90.72000,92.14500,87.87000,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-12,SHORT,7,win,1.90,1.60700,1.61195,1.59710,2.00,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-12,SHORT,7,loss,-1.16,90.51000,90.82000,89.89000,2.00,1,0,0,0,1,1,1,1,0,0,1,1,0,0
SAF_CHECKLIST,NZDUSD,2010-03-12,LONG,8,win,1.90,0.70120,0.69630,0.71100,2.00,1,0,0,0,1,1,1,0,1,0,0,1,1,1
SAF_CHECKLIST,EURGBP,2010-03-12,LONG,6,loss,-1.06,0.90665,0.89805,0.92385,2.00,1,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,GBPUSD,2010-03-12,SHORT,7,loss,-1.03,1.51715,1.53165,1.48815,2.00,1,0,1,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDCHF,2010-03-12,LONG,5,timeout,0.89,1.05920,1.04970,1.07820,2.00,0,1,0,0,1,0,1,0,1,0,1,0,0,0
SAF_CHECKLIST,EURJPY,2010-03-12,SHORT,5,win,1.93,124.52000,125.23500,123.09000,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,EURCHF,2010-03-12,SHORT,5,win,1.91,1.45725,1.46300,1.44575,2.00,1,0,0,0,1,0,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-15,SHORT,5,win,1.94,124.38500,125.20000,122.75500,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,EURGBP,2010-03-15,LONG,5,loss,-1.07,0.91195,0.90440,0.92705,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,NZDJPY,2010-03-15,SHORT,9,loss,-1.12,63.57000,63.99500,62.72000,2.00,1,1,0,0,1,1,1,1,0,1,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-15,SHORT,6,timeout,-0.44,1.01775,1.03210,0.98905,2.00,1,0,1,0,1,0,0,0,0,0,1,0,1,1
SAF_CHECKLIST,AUDCHF,2010-03-15,LONG,5,win,1.90,0.96718,0.96214,0.97726,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2010-03-15,SHORT,5,loss,-1.03,1.50420,1.52170,1.46920,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDUSD,2010-03-15,LONG,6,loss,-1.24,0.91303,0.91097,0.91764,2.24,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-15,LONG,5,timeout,0.83,1.05925,1.04970,1.07835,2.00,0,1,1,0,1,0,1,0,0,0,1,0,0,0
SAF_CHECKLIST,GBPJPY,2010-03-15,SHORT,5,loss,-1.03,136.38500,138.07000,133.01500,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-15,SHORT,6,win,1.92,85.59000,86.20500,84.36000,2.00,1,0,1,0,1,1,0,0,0,0,1,0,1,0
SAF_CHECKLIST,EURAUD,2010-03-15,SHORT,5,win,1.97,1.50230,1.52015,1.46660,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,NZDUSD,2010-03-15,LONG,6,win,1.90,0.70115,0.69630,0.71085,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-15,LONG,5,win,1.93,1105.72100,1098.29100,1120.58100,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,GBPJPY,2010-03-15,SHORT,5,loss,-1.02,136.04500,138.07000,131.99500,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,NZDUSD,2010-03-15,LONG,6,win,1.85,0.69970,0.69630,0.70650,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,EURGBP,2010-03-15,LONG,5,loss,-1.16,0.90745,0.90440,0.91355,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,NZDJPY,2010-03-15,SHORT,9,loss,-1.07,63.27500,63.99500,61.83500,2.00,1,1,0,0,1,1,1,1,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-15,LONG,6,loss,-1.20,1.06345,1.06090,1.06855,2.00,0,1,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDUSD,2010-03-15,LONG,6,win,1.92,0.91156,0.90548,0.92372,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-15,SHORT,5,timeout,-0.12,1.02155,1.03210,1.00045,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2010-03-15,SHORT,6,loss,-1.03,1.50415,1.52170,1.46905,2.00,1,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,AUDCHF,2010-03-15,LONG,5,loss,-1.07,0.96948,0.96214,0.98416,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-15,SHORT,5,timeout,-0.94,123.47000,125.20000,120.01000,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-15,SHORT,5,loss,-1.08,90.44500,91.08500,89.16500,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-15,SHORT,7,loss,-1.12,85.02500,85.45500,84.16500,2.00,1,0,1,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2010-03-15,SHORT,5,loss,-1.03,1.50505,1.52170,1.47175,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-15,SHORT,5,timeout,-0.19,1.01955,1.03210,0.99445,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPJPY,2010-03-15,SHORT,5,loss,-1.03,136.17500,138.07000,132.38500,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDUSD,2010-03-15,LONG,6,win,1.84,0.91411,0.91097,0.92039,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURCAD,2010-03-15,SHORT,5,win,1.97,1.39400,1.41005,1.36190,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,AUDCHF,2010-03-15,LONG,5,loss,-1.06,0.97093,0.96214,0.98851,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-15,SHORT,5,timeout,-0.70,123.71000,125.20000,120.73000,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-15,LONG,6,win,1.94,1106.10200,1098.29100,1121.72400,2.00,1,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2010-03-15,LONG,5,loss,-1.13,0.90835,0.90440,0.91625,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-15,SHORT,6,loss,-1.07,85.16500,85.88600,83.72300,2.00,1,0,1,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,USDJPY,2010-03-15,SHORT,5,loss,-1.08,90.48000,91.08500,89.27000,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-15,LONG,6,loss,-1.09,1.06230,1.05685,1.07320,2.00,0,1,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,NZDUSD,2010-03-15,LONG,6,win,1.91,0.70160,0.69630,0.71220,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,NZDJPY,2010-03-15,SHORT,9,loss,-1.10,63.47500,63.99500,62.43500,2.00,1,1,0,0,1,1,1,1,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-16,LONG,5,loss,-1.28,1.05865,1.05685,1.06790,5.14,0,1,1,0,1,0,1,0,0,0,1,0,0,0
SAF_CHECKLIST,NZDUSD,2010-03-16,LONG,5,timeout,0.78,0.70395,0.69630,0.71925,2.00,1,0,0,0,1,0,1,0,0,0,0,1,1,0
SAF_CHECKLIST,GBPCHF,2010-03-16,SHORT,6,loss,-1.05,1.60265,1.61195,1.58405,2.00,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-16,SHORT,5,timeout,-0.22,1.01805,1.03210,0.98995,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURAUD,2010-03-16,SHORT,5,loss,-1.10,1.49940,1.50465,1.48890,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_W1_EMA_REJECTION,USDCHF,2010-03-16,LONG,0,loss,-1.28,1.05865,1.05685,1.06790,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_CHECKLIST,CHFJPY,2010-03-16,SHORT,5,loss,-1.19,85.62500,85.88600,84.87000,2.89,1,0,1,0,1,1,0,0,0,0,1,0,0,0
SAF_W1_REJECTION_D1_AOI,CHFJPY,2010-03-16,SHORT,0,loss,-1.19,85.62500,85.88600,84.87000,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_CHECKLIST,XAUUSD,2010-03-16,LONG,5,loss,-1.03,1112.65000,1098.29100,1141.36800,2.00,1,0,0,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDCHF,2010-03-16,LONG,5,loss,-1.22,0.96814,0.96585,0.97272,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-16,SHORT,5,loss,-1.08,90.43000,91.08500,89.12000,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_W1_REJECTION_D1_AOI,CHFJPY,2010-03-16,SHORT,0,loss,-1.21,85.65000,85.88600,84.98500,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_CHECKLIST,EURAUD,2010-03-16,SHORT,5,win,1.97,1.50385,1.52015,1.47125,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2010-03-16,SHORT,5,loss,-1.12,1.37567,1.37981,1.36614,2.30,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDCHF,2010-03-16,LONG,5,win,1.85,0.96549,0.96214,0.97219,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-16,SHORT,6,loss,-1.06,1.60360,1.61195,1.58690,2.00,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURCAD,2010-03-16,SHORT,5,win,1.96,1.39600,1.41005,1.36790,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,AUDUSD,2010-03-16,LONG,5,win,1.90,0.91461,0.90946,0.92491,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2010-03-16,SHORT,5,loss,-1.22,1.37756,1.37981,1.36616,5.07,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-16,SHORT,5,loss,-1.18,85.61500,85.88600,84.98500,2.32,1,0,1,0,1,1,0,0,0,0,0,0,1,0
SAF_CHECKLIST,GBPCHF,2010-03-16,SHORT,6,loss,-1.12,1.60765,1.61195,1.59335,3.33,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,AUDCHF,2010-03-16,LONG,5,win,1.73,0.96773,0.96585,0.97149,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-16,SHORT,5,loss,-1.05,1.01395,1.02315,0.99555,2.00,1,0,1,0,1,0,0,0,0,0,1,0,1,0
SAF_CHECKLIST,EURAUD,2010-03-16,SHORT,5,win,1.90,1.49985,1.50465,1.49025,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-16,SHORT,5,loss,-1.06,90.23500,91.08500,88.53500,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-16,SHORT,5,win,1.94,124.30500,125.20000,122.51500,2.00,1,0,0,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-17,SHORT,5,win,1.87,86.01500,86.39500,85.25500,2.00,1,0,1,0,1,1,0,1,0,0,0,0,0,0
SAF_CHECKLIST,EURUSD,2010-03-17,SHORT,5,win,4.18,1.37727,1.37981,1.36616,4.37,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURAUD,2010-03-17,SHORT,5,win,1.96,1.49335,1.50560,1.46885,2.00,1,0,0,0,1,0,0,0,0,0,1,1,0,1
SAF_CHECKLIST,GBPCHF,2010-03-17,SHORT,6,win,1.97,1.61475,1.62920,1.58585,2.00,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-17,SHORT,5,loss,-1.10,90.60500,91.08500,89.64500,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-17,SHORT,5,win,1.87,124.80500,125.20000,124.01500,2.00,1,0,0,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,GBPCHF,2010-03-17,SHORT,7,win,1.97,1.61365,1.62920,1.58255,2.00,1,0,0,1,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,EURJPY,2010-03-17,SHORT,6,win,1.95,124.22500,125.20000,122.27500,2.00,1,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-17,SHORT,5,win,1.90,85.69000,86.20500,84.66000,2.00,1,0,1,0,1,1,0,1,0,0,0,0,0,0
SAF_CHECKLIST,EURAUD,2010-03-17,SHORT,5,timeout,1.30,1.48920,1.50560,1.45640,2.00,1,0,0,0,1,0,0,0,0,0,1,1,0,1
SAF_CHECKLIST,USDJPY,2010-03-17,SHORT,5,loss,-1.08,90.42000,91.08500,89.09000,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-17,SHORT,5,loss,-1.06,90.26000,91.08500,88.61000,2.00,1,0,0,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-17,SHORT,6,win,1.96,124.01000,125.20000,121.63000,2.00,1,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-17,SHORT,6,win,1.81,85.62000,85.88600,85.08800,2.00,1,0,1,0,1,1,0,1,0,0,0,0,1,0
SAF_CHECKLIST,EURUSD,2010-03-17,SHORT,5,win,1.92,1.37386,1.37981,1.36196,2.00,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-17,SHORT,6,win,1.96,1.61525,1.62920,1.58735,2.00,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURAUD,2010-03-17,SHORT,6,timeout,0.85,1.48865,1.50560,1.45475,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,1
SAF_CHECKLIST,GBPCHF,2010-03-18,SHORT,7,loss,-1.15,1.61735,1.62075,1.60485,3.68,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPJPY,2010-03-18,SHORT,6,win,1.97,137.76000,139.35500,134.57000,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,AUDCHF,2010-03-18,LONG,5,loss,-1.04,0.97516,0.96401,0.99746,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-18,SHORT,7,loss,-1.03,123.31500,125.06000,119.82500,2.00,1,0,0,0,1,0,0,0,1,1,1,1,0,1
SAF_CHECKLIST,USDJPY,2010-03-18,SHORT,6,loss,-1.06,90.20500,91.08500,88.44500,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-18,SHORT,7,loss,-1.10,1.05905,1.06420,1.04875,2.00,1,1,0,0,0,1,1,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2010-03-18,LONG,6,loss,-1.02,1125.40000,1098.29100,1179.61800,2.00,1,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2010-03-18,LONG,5,timeout,-0.36,0.89505,0.87485,0.93545,2.00,1,0,0,0,1,0,1,0,0,0,1,0,1,0
SAF_CHECKLIST,CHFJPY,2010-03-18,SHORT,7,loss,-1.05,85.16500,86.13500,83.22500,2.00,1,0,1,0,1,1,1,0,0,0,0,1,0,1
SAF_CHECKLIST,CHFJPY,2010-03-18,SHORT,8,loss,-1.05,85.09000,86.13500,83.00000,2.00,1,0,1,0,1,1,1,0,0,0,0,1,1,1
SAF_CHECKLIST,GBPJPY,2010-03-18,SHORT,6,win,1.97,137.91500,139.35500,135.03500,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-18,SHORT,6,loss,-1.08,90.46000,91.08500,89.21000,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-18,SHORT,6,loss,-1.02,123.04500,125.06000,119.01500,2.00,1,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-18,LONG,6,loss,-1.02,1123.76300,1098.29100,1174.70700,2.00,1,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2010-03-18,SHORT,5,loss,-1.05,1.01385,1.02315,0.99525,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURCAD,2010-03-18,SHORT,5,timeout,0.66,1.37905,1.39940,1.33835,2.00,1,0,0,0,1,0,0,0,1,0,1,0,1,0
SAF_CHECKLIST,AUDCHF,2010-03-18,LONG,5,loss,-1.04,0.97789,0.96401,1.00565,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-18,SHORT,7,win,1.94,1.62065,1.62920,1.60355,2.00,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-18,SHORT,6,loss,-1.05,1.06300,1.07305,1.04290,2.00,1,1,0,0,0,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-18,SHORT,6,loss,-1.02,122.96000,125.06000,118.76000,2.00,1,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-18,LONG,6,loss,-1.02,1126.27700,1098.29100,1182.24900,2.00,1,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-18,SHORT,6,loss,-1.07,85.40000,86.13500,83.93000,2.00,1,0,1,0,1,1,0,0,0,0,0,1,0,1
SAF_CHECKLIST,USDCHF,2010-03-18,SHORT,6,loss,-1.08,1.05785,1.06420,1.04515,2.00,1,1,0,0,0,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPCHF,2010-03-18,SHORT,7,win,1.94,1.61185,1.62075,1.59405,2.00,1,0,0,1,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,AUDCHF,2010-03-18,LONG,5,loss,-1.05,0.97431,0.96401,0.99491,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-18,SHORT,6,loss,-1.07,90.35500,91.08500,88.89500,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,GBPUSD,2010-03-18,SHORT,5,win,1.97,1.52385,1.53815,1.49525,2.00,1,0,0,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDCAD,2010-03-18,SHORT,5,loss,-1.05,1.01365,1.02315,0.99465,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPJPY,2010-03-18,SHORT,6,loss,-1.03,137.67500,139.35500,134.31500,2.00,1,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2010-03-19,SHORT,6,win,1.83,90.51000,90.80000,89.93000,2.00,1,0,0,0,1,1,1,0,1,0,0,1,0,0
SAF_CHECKLIST,EURJPY,2010-03-19,SHORT,6,loss,-1.02,122.78500,125.06000,118.23500,2.00,1,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-19,SHORT,7,loss,-1.08,1.05850,1.06465,1.04620,2.00,1,1,0,0,0,1,1,0,0,0,1,1,0,1
SAF_CHECKLIST,GBPJPY,2010-03-19,SHORT,6,loss,-1.02,137.16500,139.35500,132.78500,2.00,1,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,GBPCHF,2010-03-19,SHORT,6,loss,-1.03,1.60415,1.62195,1.56855,2.00,1,0,0,1,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-19,SHORT,5,loss,-1.08,85.50000,86.13500,84.23000,2.00,1,0,1,0,1,1,0,0,0,0,0,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-19,LONG,6,loss,-1.11,1122.34400,1117.86100,1131.31000,2.00,1,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2010-03-19,LONG,5,timeout,-0.31,0.89510,0.87485,0.93560,2.00,1,0,0,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPJPY,2010-03-19,SHORT,5,loss,-1.01,135.87500,139.35500,128.91500,2.00,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2010-03-19,LONG,5,loss,-1.07,1105.98200,1098.29100,1127.61100,2.81,1,0,0,0,1,1,0,0,1,0,1,0,0,0
SAF_CHECKLIST,USDCAD,2010-03-19,SHORT,5,loss,-1.06,1.01520,1.02315,0.99930,2.00,1,0,1,0,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2010-03-19,SHORT,6,loss,-1.06,85.25000,86.13500,83.48000,2.00,1,0,1,0,1,1,1,0,0,0,0,1,0,0
SAF_CHECKLIST,USDCHF,2010-03-19,SHORT,7,loss,-1.16,1.06150,1.06465,1.05520,2.00,1,1,0,0,0,1,1,0,0,0,1,1,0,1
SAF_CHECKLIST,EURJPY,2010-03-19,SHORT,5,loss,-1.02,122.44000,125.06000,117.20000,2.00,1,0,0,0,1,0,0,0,1,1,1,0,0,0
SAF_CHECKLIST,USDJPY,2010-03-19,SHORT,7,win,1.83,90.50500,90.80000,89.91500,2.00,1,0,0,0,1,1,1,0,1,0,0,1,1,0
